,make,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2687,Audi, A3,2017,13498,Manual,27155,Petrol,150,60.1,1.0
2688,Audi, A3,2016,15998,Manual,26849,Diesel,20,65.7,2.0
2689,Audi, A1,2015,12498,Manual,25549,Petrol,30,58.9,1.4
2690,Audi, A3,2014,13498,Manual,21238,Petrol,20,60.1,1.4
2691,Audi, Q5,2019,31395,Semi-Auto,2343,Diesel,145,39.2,2.0
2692,Audi, Q5,2019,31266,Semi-Auto,3409,Diesel,145,39.2,2.0
2693,Audi, Q3,2018,24702,Manual,6546,Diesel,145,60.1,2.0
2694,Audi, Q3,2019,37400,Automatic,5342,Petrol,145,32.1,2.0
2695,Audi, Q5,2019,33800,Automatic,6447,Petrol,145,32.1,2.0
2696,Audi, A3,2019,22420,Manual,2301,Diesel,145,51.4,1.6
2697,Audi, A3,2019,21920,Manual,7154,Diesel,145,52.3,1.6
2698,Audi, Q3,2019,35866,Automatic,6698,Petrol,145,30.7,2.0
2699,Audi, Q5,2019,33236,Semi-Auto,4294,Diesel,145,38.2,2.0
2700,Audi, Q5,2019,31366,Semi-Auto,2574,Diesel,145,39.2,2.0
2701,Audi, Q5,2019,33415,Semi-Auto,3390,Diesel,145,38.2,2.0
2702,Audi, A1,2020,20990,Manual,3265,Petrol,145,47.9,1.0
2703,Audi, A5,2020,31690,Semi-Auto,3390,Diesel,145,50.4,2.0
2704,Audi, A1,2016,12798,Manual,20123,Petrol,30,56.5,1.4
2705,Audi, A4,2019,17998,Semi-Auto,18668,Petrol,150,40.9,2.0
2706,Audi, A3,2017,18998,Manual,14264,Petrol,145,54.3,1.5
2707,Audi, A6,2016,17998,Semi-Auto,55659,Diesel,30,58.9,2.0
2708,Audi, A1,2016,15498,Manual,20417,Petrol,30,70.6,1.4
2709,Audi, Q5,2019,30498,Semi-Auto,6514,Diesel,150,38.2,2.0
2710,Audi, Q2,2017,21652,Semi-Auto,9866,Petrol,125,52.3,1.4
2711,Audi, Q3,2019,28192,Semi-Auto,3161,Petrol,145,38.2,1.5
2712,Audi, Q7,2019,48206,Automatic,8238,Diesel,145,32.8,3.0
2713,Audi, A6,2019,44990,Semi-Auto,2200,Diesel,145,37.7,3.0
2714,Audi, Q5,2019,32732,Semi-Auto,7612,Diesel,145,38.2,2.0
2715,Audi, Q2,2019,20594,Manual,9160,Diesel,145,49.6,1.6
2716,Audi, A4,2016,15472,Manual,51109,Diesel,30,67.3,2.0
2717,Audi, A4,2017,18990,Semi-Auto,30417,Diesel,30,62.8,2.0
2718,Audi, Q3,2018,25572,Semi-Auto,17953,Petrol,145,40.4,2.0
2719,Audi, A6,2017,18082,Semi-Auto,25143,Diesel,145,67.3,2.0
2720,Audi, A5,2017,29582,Semi-Auto,20320,Petrol,145,37.7,3.0
2721,Audi, Q3,2020,26890,Manual,2574,Petrol,145,40.9,1.5
2722,Audi, Q3,2020,27690,Manual,3962,Diesel,145,42.8,2.0
2723,Audi, A1,2016,15052,Semi-Auto,26041,Petrol,30,56.5,1.4
2724,Audi, Q2,2017,18242,Manual,44551,Petrol,125,50.4,1.4
2725,Audi, RS4,2018,52422,Semi-Auto,23249,Petrol,145,32.1,2.9
2726,Audi, Q3,2016,16890,Manual,44000,Diesel,30,60.1,2.0
2727,Audi, A1,2016,19512,Manual,18270,Petrol,235,39.8,2.0
2728,Audi, Q5,2019,34026,Semi-Auto,6756,Diesel,145,38.2,2.0
2729,Audi, Q5,2020,36890,Semi-Auto,3895,Diesel,145,38.2,2.0
2730,Audi, A6,2019,31880,Automatic,7050,Diesel,145,47.1,2.0
2731,Audi, Q3,2020,27690,Manual,990,Diesel,145,42.8,2.0
2732,Audi, A7,2020,45890,Semi-Auto,2410,Diesel,145,38.7,3.0
2733,Audi, A5,2017,21952,Semi-Auto,7696,Diesel,30,67.3,2.0
2734,Audi, Q2,2017,18552,Semi-Auto,26500,Petrol,145,54.3,1.4
2735,Audi, Q5,2017,35422,Automatic,42683,Petrol,145,34.0,3.0
2736,Audi, Q3,2018,23690,Semi-Auto,29933,Petrol,145,40.4,2.0
2737,Audi, A5,2019,25510,Automatic,12668,Diesel,145,51.4,2.0
2738,Audi, Q7,2018,63912,Automatic,22393,Diesel,145,37.2,4.0
2739,Audi, A5,2020,31690,Semi-Auto,3360,Diesel,145,50.4,2.0
2740,Audi, Q3,2014,15490,Manual,49268,Petrol,235,38.7,2.0
2741,Audi, A1,2015,10552,Manual,39000,Petrol,30,55.4,1.4
2742,Audi, TT,2016,17690,Manual,22164,Petrol,160,46.3,2.0
2743,Audi, A4,2016,16498,Semi-Auto,41529,Diesel,30,65.7,2.0
2744,Audi, A4,2019,29920,Semi-Auto,5664,Petrol,145,35.8,2.0
2745,Audi, Q7,2020,56894,Semi-Auto,582,Diesel,145,33.2,3.0
2746,Audi, Q2,2019,21294,Semi-Auto,11113,Diesel,145,47.9,1.6
2747,Audi, Q8,2019,51862,Automatic,11464,Diesel,145,33.6,3.0
2748,Audi, Q5,2016,23912,Semi-Auto,33500,Diesel,200,45.6,3.0
2749,Audi, A1,2018,11872,Manual,35742,Diesel,145,76.4,1.6
2750,Audi, Q3,2019,28676,Automatic,2788,Petrol,145,38.2,1.5
2751,Audi, Q5,2016,23142,Semi-Auto,27041,Diesel,200,47.1,2.0
2752,Audi, Q5,2020,34890,Automatic,4521,Diesel,145,38.2,2.0
2753,Audi, Q3,2016,20000,Semi-Auto,20160,Diesel,160,50.4,2.0
2754,Audi, A6,2018,22995,Semi-Auto,15866,Diesel,145,61.4,2.0
2755,Audi, A3,2016,13298,Manual,25244,Petrol,20,60.1,1.0
2756,Audi, Q5,2016,29172,Semi-Auto,25097,Diesel,235,42.8,3.0
2757,Audi, A3,2018,19261,Manual,30930,Petrol,150,54.3,1.5
2758,Audi, A4,2016,14242,Manual,14900,Petrol,125,53.3,1.4
2759,Audi, Q7,2019,43946,Automatic,10386,Diesel,145,32.8,3.0
2760,Audi, A4,2017,14788,Manual,54983,Diesel,145,74.3,2.0
2761,Audi, A1,2016,14959,Semi-Auto,13282,Petrol,30,56.5,1.4
2762,Audi, Q3,2017,17259,Manual,19297,Petrol,145,51.4,1.4
2763,Audi, A6,2017,23890,Semi-Auto,41000,Diesel,145,54.3,3.0
2764,Audi, Q2,2019,31490,Semi-Auto,2100,Petrol,145,31.4,2.0
2765,Audi, Q3,2018,22941,Semi-Auto,6000,Diesel,145,53.3,2.0
2766,Audi, A1,2015,12762,Manual,28418,Petrol,30,58.9,1.4
2767,Audi, Q7,2016,31390,Semi-Auto,31224,Diesel,205,47.9,3.0
2768,Audi, TT,2019,29562,Semi-Auto,3827,Petrol,150,40.9,2.0
2769,Audi, A1,2017,14180,Manual,23052,Diesel,150,76.3,1.6
2770,Audi, A3,2015,9442,Manual,69431,Diesel,0,74.3,1.6
2771,Audi, A4,2018,17990,Manual,14893,Petrol,145,50.4,1.4
2772,Audi, A3,2017,18698,Manual,8763,Petrol,30,60.1,1.4
2773,Audi, Q7,2018,61900,Semi-Auto,19227,Diesel,145,37.2,4.0
2774,Audi, A8,2018,38750,Semi-Auto,11000,Diesel,145,48.7,3.0
2775,Audi, A4,2018,18688,Semi-Auto,43525,Petrol,145,50.4,2.0
2776,Audi, A7,2015,21488,Semi-Auto,34995,Diesel,165,52.3,3.0
2777,Audi, A1,2015,10490,Manual,55201,Diesel,0,80.7,1.6
2778,Audi, A1,2015,11995,Manual,26000,Petrol,0,67.3,1.0
2779,Audi, A4,2019,27695,Semi-Auto,1666,Diesel,145,47.9,2.0
2780,Audi, Q3,2019,25636,Semi-Auto,15571,Diesel,145,48.7,2.0
2781,Audi, Q7,2017,37332,Semi-Auto,9011,Diesel,145,47.9,3.0
2782,Audi, Q7,2019,65290,Semi-Auto,9740,Diesel,145,30.1,4.0
2783,Audi, A4,2013,11341,Manual,73032,Diesel,150,55.4,2.0
2784,Audi, A1,2017,11990,Manual,24587,Petrol,150,67.3,1.0
2785,Audi, A1,2016,9980,Manual,30394,Petrol,0,67.3,1.0
2786,Audi, A3,2017,23890,Semi-Auto,25988,Petrol,150,44.1,2.0
2787,Audi, A3,2014,13995,Manual,22800,Petrol,30,55.4,1.4
2788,Audi, Q2,2016,20995,Semi-Auto,29491,Petrol,125,51.4,1.4
2789,Audi, A1,2016,14895,Manual,17344,Petrol,30,56.5,1.4
2790,Audi, TT,2015,13995,Manual,39000,Diesel,20,67.3,2.0
2791,Audi, A1,2016,12650,Manual,20193,Petrol,30,55.4,1.4
2792,Audi, A6,2015,24991,Semi-Auto,53584,Petrol,325,30.7,4.0
2793,Audi, A5,2017,19456,Manual,19992,Diesel,145,65.7,2.0
2794,Audi, Q7,2015,22782,Automatic,55559,Diesel,300,38.2,3.0
2795,Audi, A4,2017,18762,Semi-Auto,15440,Petrol,30,55.4,2.0
2796,Audi, A3,2017,18690,Manual,19543,Petrol,30,58.9,1.4
2797,Audi, A3,2019,28566,Semi-Auto,8564,Petrol,145,34.9,2.0
2798,Audi, A3,2019,18160,Semi-Auto,11558,Diesel,145,52.3,1.6
2799,Audi, Q2,2019,18380,Manual,12140,Diesel,145,47.9,1.6
2800,Audi, A4,2019,24720,Semi-Auto,20300,Diesel,145,50.4,2.0
2801,Audi, A3,2017,18990,Manual,12199,Diesel,145,67.3,2.0
2802,Audi, TT,2015,17490,Semi-Auto,31086,Petrol,205,42.8,2.0
2803,Audi, A1,2017,12999,Manual,24015,Petrol,30,58.9,1.4
2804,Audi, Q5,2016,19990,Semi-Auto,37505,Diesel,205,47.1,2.0
2805,Audi, A5,2019,31600,Automatic,12844,Diesel,145,48.7,2.0
2806,Audi, A3,2019,32890,Semi-Auto,3653,Petrol,145,33.2,2.0
2807,Audi, A8,2020,48490,Semi-Auto,1354,Diesel,145,39.2,3.0
2808,Audi, A5,2020,27890,Semi-Auto,3532,Diesel,145,51.4,2.0
2809,Audi, Q2,2019,25490,Semi-Auto,4757,Diesel,145,47.9,2.0
2810,Audi, A4,2019,26980,Automatic,7396,Diesel,145,47.1,2.0
2811,Audi, Q2,2017,20479,Semi-Auto,10894,Petrol,145,52.3,1.4
2812,Audi, Q8,2018,56990,Semi-Auto,18782,Diesel,145,32.8,3.0
2813,Audi, Q3,2015,14490,Semi-Auto,57800,Diesel,145,54.3,2.0
2814,Audi, A1,2017,11490,Manual,14960,Petrol,145,57.6,1.4
2815,Audi, A5,2018,29990,Semi-Auto,7479,Petrol,145,36.7,3.0
2816,Audi, Q2,2019,22490,Manual,8752,Petrol,145,39.2,1.5
2817,Audi, A7,2019,31990,Semi-Auto,13502,Diesel,150,47.1,2.0
2818,Audi, A5,2018,20391,Semi-Auto,17929,Diesel,145,70.6,2.0
2819,Audi, A1,2017,12260,Manual,13840,Petrol,145,67.3,1.0
2820,Audi, A1,2014,9720,Manual,62871,Petrol,20,60.1,1.4
2821,Audi, Q3,2017,20998,Semi-Auto,9997,Petrol,145,47.9,1.4
2822,Audi, Q3,2016,16798,Manual,31516,Diesel,145,55.4,2.0
2823,Audi, Q3,2016,17798,Semi-Auto,29777,Petrol,145,47.9,1.4
2824,Audi, Q2,2017,20495,Semi-Auto,10000,Diesel,145,58.9,2.0
2825,Audi, A3,2017,19995,Manual,12000,Petrol,145,58.9,1.4
2826,Audi, Q5,2018,37995,Semi-Auto,23500,Petrol,145,34.0,3.0
2827,Audi, A3,2015,15498,Manual,20346,Petrol,30,57.6,1.4
2828,Audi, Q3,2017,18998,Semi-Auto,9347,Petrol,145,47.9,1.4
2829,Audi, RS4,2019,55495,Semi-Auto,9000,Petrol,150,29.1,2.9
2830,Audi, A1,2016,11107,Manual,15716,Petrol,30,57.6,1.4
2831,Audi, A5,2013,9691,Manual,80931,Diesel,30,64.2,2.0
2832,Audi, A3,2015,11211,Manual,26200,Diesel,20,68.9,2.0
2833,Audi, A1,2016,13699,Manual,19749,Petrol,30,55.4,1.4
2834,Audi, Q5,2015,18998,Semi-Auto,43979,Diesel,200,47.1,2.0
2835,Audi, A7,2016,19698,Semi-Auto,40809,Diesel,125,61.4,3.0
2836,Audi, A4,2019,18998,Manual,5790,Petrol,145,41.5,2.0
2837,Audi, Q3,2017,15995,Manual,32500,Diesel,30,61.4,2.0
2838,Audi, Q3,2017,17649,Manual,33600,Diesel,145,61.4,2.0
2839,Audi, A4,2018,18500,Manual,15091,Petrol,145,52.3,1.4
2840,Audi, A4,2018,31500,Semi-Auto,16600,Petrol,145,38.7,3.0
2841,Audi, Q7,2019,48500,Semi-Auto,1980,Diesel,145,32.8,3.0
2842,Audi, A6,2019,28750,Automatic,5500,Diesel,145,50.4,2.0
2843,Audi, Q7,2019,46500,Semi-Auto,18200,Diesel,145,32.8,3.0
2844,Audi, Q3,2016,19298,Semi-Auto,16021,Diesel,160,50.4,2.0
2845,Audi, Q3,2017,19998,Manual,12891,Petrol,145,49.6,1.4
2846,Audi, Q3,2016,19298,Manual,10146,Diesel,145,52.3,2.0
2847,Audi, A1,2013,7598,Manual,81012,Diesel,20,68.9,2.0
2848,Audi, A3,2016,14298,Manual,29203,Petrol,30,58.9,1.4
2849,Audi, A1,2016,14998,Semi-Auto,19687,Petrol,30,70.6,1.4
2850,Audi, A4,2017,14980,Manual,30000,Petrol,145,50.4,2.0
2851,Audi, A1,2016,18120,Manual,7433,Petrol,200,40.4,2.0
2852,Audi, A6,2016,15998,Semi-Auto,43151,Diesel,20,64.2,2.0
2853,Audi, A4,2016,17495,Automatic,21132,Diesel,0,72.4,2.0
2854,Audi, A3,2015,12495,Manual,20258,Diesel,0,83.1,1.6
2855,Audi, A1,2015,11995,Manual,39854,Diesel,0,80.7,1.6
2856,Audi, A3,2015,11995,Manual,25959,Diesel,20,70.6,1.6
2857,Audi, Q3,2015,17495,Manual,30224,Diesel,125,60.1,2.0
2858,Audi, A4,2016,15995,Manual,19912,Petrol,145,51.4,1.4
2859,Audi, A4,2019,23350,Manual,6936,Petrol,145,39.2,2.0
2860,Audi, A3,2016,19771,Semi-Auto,17157,Petrol,125,48.7,2.0
2861,Audi, Q8,2019,50786,Automatic,4278,Diesel,145,33.6,3.0
2862,Audi, A1,2013,8999,Semi-Auto,49447,Petrol,125,53.3,1.4
2863,Audi, A1,2016,11510,Manual,25277,Petrol,30,55.4,1.4
2864,Audi, A6,2016,18900,Manual,37848,Diesel,30,61.4,2.0
2865,Audi, A4,2017,18295,Manual,11784,Diesel,145,74.3,2.0
2866,Audi, A3,2015,15995,Semi-Auto,49487,Diesel,125,57.6,2.0
2867,Audi, A3,2014,9690,Manual,25854,Petrol,30,57.6,1.2
2868,Audi, A3,2019,30796,Semi-Auto,6806,Petrol,145,34.9,2.0
2869,Audi, A5,2019,25016,Automatic,14,Diesel,145,70.6,2.0
2870,Audi, A4,2019,24436,Manual,2416,Petrol,145,38.7,2.0
2871,Audi, A3,2019,22230,Semi-Auto,16161,Diesel,145,52.3,1.6
2872,Audi, A4,2016,16792,Semi-Auto,26301,Diesel,20,70.6,2.0
2873,Audi, Q2,2019,23991,Semi-Auto,9256,Diesel,145,46.3,1.6
2874,Audi, Q7,2019,44212,Semi-Auto,6000,Diesel,145,33.2,3.0
2875,Audi, A4,2015,11995,Manual,50811,Diesel,20,67.3,2.0
2876,Audi, Q3,2016,19495,Semi-Auto,31959,Diesel,160,50.4,2.0
2877,Audi, Q7,2013,17650,Semi-Auto,56000,Diesel,300,38.2,3.0
2878,Audi, Q3,2013,9649,Manual,70000,Diesel,145,54.3,2.0
2879,Audi, Q3,2016,17940,Manual,12683,Petrol,125,51.4,1.4
2880,Audi, A6,2016,16997,Manual,28197,Diesel,30,61.4,2.0
2881,Audi, Q2,2017,20620,Manual,11340,Petrol,145,50.4,1.4
2882,Audi, A6,2015,14500,Semi-Auto,57192,Diesel,145,55.4,3.0
2883,Audi, Q2,2017,15991,Manual,6287,Petrol,150,55.4,1.0
2884,Audi, A3,2015,12230,Manual,55200,Diesel,20,68.9,2.0
2885,Audi, A4,2016,14899,Manual,28555,Diesel,20,70.6,2.0
2886,Audi, A1,2019,19471,Semi-Auto,4150,Petrol,150,47.9,1.0
2887,Audi, A3,2018,20971,Semi-Auto,22604,Petrol,145,56.5,1.5
2888,Audi, Q2,2017,20671,Semi-Auto,22791,Petrol,145,52.3,1.4
2889,Audi, A3,2018,17971,Semi-Auto,11532,Petrol,145,56.5,1.5
2890,Audi, A4,2018,18995,Semi-Auto,18696,Petrol,145,50.4,1.4
2891,Audi, A4,2016,13450,Manual,55000,Diesel,30,64.2,2.0
2892,Audi, A3,2015,9750,Manual,25500,Diesel,20,68.9,2.0
2893,Audi, Q5,2015,17250,Semi-Auto,56000,Diesel,205,47.1,2.0
2894,Audi, A1,2013,8995,Manual,68000,Diesel,0,74.3,1.6
2895,Audi, A5,2016,17250,Semi-Auto,28000,Diesel,125,58.9,2.0
2896,Audi, Q3,2017,16671,Manual,20482,Diesel,30,62.8,2.0
2897,Audi, Q2,2017,18481,Manual,36391,Petrol,145,50.4,1.4
2898,Audi, A8,2018,39881,Semi-Auto,6173,Diesel,145,40.4,3.0
2899,Audi, Q2,2019,26132,Semi-Auto,5713,Diesel,145,44.8,1.6
2900,Audi, Q2,2019,26302,Semi-Auto,3356,Diesel,145,44.8,1.6
2901,Audi, A1,2015,12881,Manual,34188,Petrol,30,55.4,1.4
2902,Audi, A4,2016,22990,Semi-Auto,30294,Diesel,125,60.1,3.0
2903,Audi, A4,2016,15290,Semi-Auto,36157,Diesel,20,72.4,2.0
2904,Audi, A3,2016,21490,Semi-Auto,44601,Petrol,200,40.9,2.0
2905,Audi, Q5,2016,28881,Semi-Auto,26832,Diesel,235,42.8,3.0
2906,Audi, Q5,2017,22971,Manual,18926,Diesel,200,47.9,2.0
2907,Audi, A3,2019,22382,Manual,4352,Diesel,145,51.4,1.6
2908,Audi, A6,2016,20192,Semi-Auto,24831,Diesel,30,61.4,2.0
2909,Audi, Q8,2019,51991,Semi-Auto,9089,Diesel,145,33.6,3.0
2910,Audi, Q3,2016,15991,Manual,33112,Diesel,30,60.1,2.0
2911,Audi, A6,2016,22990,Semi-Auto,66506,Diesel,235,43.5,3.0
2912,Audi, A1,2015,10590,Manual,20828,Petrol,30,57.6,1.4
2913,Audi, A6,2017,26490,Semi-Auto,27379,Diesel,200,45.6,3.0
2914,Audi, Q5,2014,18962,Semi-Auto,43888,Diesel,235,44.1,3.0
2915,Audi, A3,2016,15990,Semi-Auto,17868,Petrol,30,58.9,1.4
2916,Audi, A4,2015,11120,Manual,69130,Diesel,0,74.3,2.0
2917,Audi, A3,2016,23482,Semi-Auto,22499,Petrol,160,43.5,2.0
2918,Audi, A6,2016,20481,Semi-Auto,11540,Diesel,30,61.4,2.0
2919,Audi, A4,2018,18992,Manual,19677,Petrol,145,51.4,1.4
2920,Audi, A4,2017,19632,Semi-Auto,25593,Diesel,145,67.3,2.0
2921,Audi, Q2,2017,17132,Manual,15268,Petrol,125,52.3,1.4
2922,Audi, Q5,2016,21571,Semi-Auto,44929,Diesel,200,47.1,2.0
2923,Audi, Q7,2019,47816,Semi-Auto,14915,Diesel,145,32.8,3.0
2924,Audi, A5,2017,21481,Semi-Auto,11070,Diesel,145,67.3,2.0
2925,Audi, A4,2017,17012,Manual,38810,Diesel,30,67.3,2.0
2926,Audi, A4,2018,23132,Semi-Auto,15475,Petrol,145,50.4,2.0
2927,Audi, Q3,2017,26062,Semi-Auto,10504,Petrol,145,40.4,2.0
2928,Audi, A4,2016,16862,Manual,35706,Petrol,125,49.6,2.0
2929,Audi, A1,2018,15749,Semi-Auto,31846,Petrol,150,56.5,1.4
2930,Audi, A1,2019,21989,Semi-Auto,6734,Petrol,150,40.4,2.0
2931,Audi, A6,2016,19280,Semi-Auto,21699,Diesel,30,61.4,2.0
2932,Audi, Q3,2016,18202,Manual,14779,Petrol,145,49.6,1.4
2933,Audi, Q3,2018,23252,Semi-Auto,18865,Petrol,145,47.9,1.4
2934,Audi, TT,2016,21241,Semi-Auto,19411,Petrol,160,43.5,2.0
2935,Audi, A3,2017,19310,Semi-Auto,12272,Petrol,145,56.5,1.4
2936,Audi, A4,2016,13110,Semi-Auto,51124,Diesel,0,72.4,2.0
2937,Audi, A1,2017,11000,Manual,28691,Petrol,145,67.3,1.0
2938,Audi, A6,2017,18995,Semi-Auto,28828,Diesel,145,64.2,2.0
2939,Audi, A3,2019,23995,Semi-Auto,15425,Petrol,145,42.2,1.5
2940,Audi, A1,2016,10870,Manual,18679,Petrol,30,57.6,1.4
2941,Audi, A4,2014,12470,Manual,40276,Diesel,30,62.8,2.0
2942,Audi, Q5,2017,24000,Semi-Auto,21634,Diesel,145,55.4,2.0
2943,Audi, A8,2019,41606,Automatic,2117,Diesel,145,40.4,3.0
2944,Audi, A5,2019,24260,Semi-Auto,9026,Petrol,145,40.4,2.0
2945,Audi, A1,2017,13982,Manual,27079,Petrol,30,55.4,1.4
2946,Audi, A5,2020,28990,Semi-Auto,2640,Petrol,145,37.7,2.0
2947,Audi, A3,2017,16991,Manual,44180,Petrol,30,58.9,1.4
2948,Audi, Q2,2019,22276,Automatic,5209,Petrol,145,42.8,1.5
2949,Audi, A5,2019,33560,Automatic,8909,Diesel,145,44.8,2.0
2950,Audi, A6,2019,37800,Automatic,5004,Petrol,145,34.0,2.0
2951,Audi, A6,2019,32326,Automatic,3866,Diesel,145,39.2,3.0
2952,Audi, A5,2020,31760,Semi-Auto,3092,Diesel,145,50.4,2.0
2953,Audi, Q3,2019,25946,Semi-Auto,12186,Diesel,145,48.7,2.0
2954,Audi, A1,2017,11771,Manual,46096,Petrol,145,67.3,1.0
2955,Audi, A5,2020,29490,Semi-Auto,1703,Diesel,145,51.4,2.0
2956,Audi, Q5,2020,38990,Semi-Auto,2240,Diesel,145,38.2,2.0
2957,Audi, A5,2020,32990,Semi-Auto,1884,Diesel,145,50.4,2.0
2958,Audi, A1,2020,24990,Semi-Auto,883,Petrol,145,44.1,1.0
2959,Audi, A4,2020,43990,Semi-Auto,4250,Diesel,145,40.4,3.0
2960,Audi, A3,2019,21656,Manual,10065,Petrol,145,47.1,1.0
2961,Audi, A5,2019,25490,Semi-Auto,3145,Petrol,145,39.8,2.0
2962,Audi, Q2,2019,21355,Manual,3653,Diesel,145,49.6,1.6
2963,Audi, A1,2019,22365,Semi-Auto,3774,Petrol,145,40.9,2.0
2964,Audi, A4,2015,15432,Semi-Auto,20385,Diesel,125,56.5,2.0
2965,Audi, A3,2016,12771,Semi-Auto,52226,Petrol,20,60.1,1.4
2966,Audi, A5,2018,28471,Semi-Auto,29683,Petrol,150,36.7,3.0
2967,Audi, A5,2013,9995,Semi-Auto,75900,Diesel,125,58.9,2.0
2968,Audi, A5,2014,14810,Semi-Auto,55800,Diesel,125,58.9,2.0
2969,Audi, A3,2014,10582,Manual,24055,Diesel,20,68.9,2.0
2970,Audi, A3,2016,13252,Manual,44077,Petrol,125,52.3,1.4
2971,Audi, TT,2016,16000,Manual,22000,Diesel,30,62.8,2.0
2972,Audi, A1,2015,11800,Manual,20518,Diesel,0,80.7,1.6
2973,Audi, A3,2019,26184,Semi-Auto,9316,Petrol,145,38.2,2.0
2974,Audi, A4,2019,27640,Automatic,7188,Petrol,145,38.2,2.0
2975,Audi, A4,2019,44300,Semi-Auto,5956,Diesel,145,39.8,3.0
2976,Audi, A1,2019,22165,Semi-Auto,6009,Petrol,145,40.9,2.0
2977,Audi, A5,2016,17322,Manual,52405,Diesel,160,53.3,2.0
2978,Audi, Q5,2016,20771,Manual,24490,Diesel,200,47.9,2.0
2979,Audi, Q3,2019,26676,Manual,3125,Petrol,145,40.9,1.5
2980,Audi, A7,2015,20981,Semi-Auto,44230,Diesel,160,52.3,3.0
2981,Audi, A3,2016,16492,Manual,25556,Petrol,30,57.6,1.4
2982,Audi, Q2,2019,19926,Manual,4383,Petrol,145,47.1,1.0
2983,Audi, Q3,2019,28770,Manual,6389,Diesel,145,42.8,2.0
2984,Audi, A4,2019,28160,Automatic,6146,Petrol,145,38.2,2.0
2985,Audi, TT,2015,16406,Semi-Auto,12123,Petrol,160,44.8,2.0
2986,Audi, Q5,2019,34376,Semi-Auto,5150,Diesel,145,38.2,2.0
2987,Audi, A1,2019,22476,Semi-Auto,2536,Petrol,145,40.9,2.0
2988,Audi, A3,2019,24695,Semi-Auto,4891,Diesel,145,51.4,2.0
2989,Audi, Q5,2019,32195,Semi-Auto,5891,Diesel,145,39.2,2.0
2990,Audi, Q2,2019,24526,Manual,5496,Diesel,145,46.3,1.6
2991,Audi, A1,2015,13942,Manual,19516,Petrol,30,58.9,1.4
2992,Audi, Q3,2016,16962,Semi-Auto,49237,Petrol,145,47.9,1.4
2993,Audi, A4,2016,15082,Automatic,29273,Diesel,0,72.4,2.0
2994,Audi, A6,2016,16402,Manual,38272,Diesel,30,64.2,2.0
2995,Audi, A3,2013,8971,Manual,65140,Diesel,20,67.3,2.0
2996,Audi, TT,2017,18781,Manual,18892,Petrol,150,46.3,2.0
2997,Audi, A3,2017,23671,Semi-Auto,24260,Petrol,150,43.5,2.0
2998,Audi, Q2,2017,18771,Manual,15888,Petrol,150,52.3,1.4
2999,Audi, Q7,2016,28371,Semi-Auto,61411,Diesel,205,47.9,3.0
3000,Audi, RS5,2019,54883,Automatic,9771,Petrol,145,29.7,2.9
3001,Audi, A5,2019,28610,Automatic,8765,Petrol,145,37.7,2.0
3002,Audi, RS5,2019,55292,Automatic,4009,Petrol,145,29.7,2.9
3003,Audi, A5,2017,22146,Semi-Auto,13606,Diesel,145,61.4,3.0
3004,Audi, A1,2018,14481,Manual,20280,Petrol,145,67.3,1.0
3005,Audi, Q2,2019,24164,Semi-Auto,2869,Diesel,145,46.3,1.6
3006,Audi, A3,2019,29256,Semi-Auto,7825,Petrol,145,34.9,2.0
3007,Audi, Q5,2019,32956,Automatic,5456,Diesel,145,38.2,2.0
3008,Audi, Q5,2015,26276,Automatic,46085,Diesel,235,42.2,3.0
3009,Audi, Q8,2019,48642,Automatic,10521,Diesel,145,33.6,3.0
3010,Audi, Q7,2019,43475,Automatic,8422,Diesel,145,33.2,3.0
3011,Audi, A1,2016,12672,Manual,19135,Petrol,30,55.4,1.4
3012,Audi, A3,2020,22777,Manual,1276,Diesel,145,52.3,1.6
3013,Audi, A4,2019,36610,Automatic,6995,Diesel,145,44.1,2.0
3014,Audi, A4,2017,18772,Manual,17503,Petrol,145,51.4,1.4
3015,Audi, Q3,2014,15322,Manual,38322,Petrol,145,47.9,1.4
3016,Audi, A3,2020,30777,Semi-Auto,3925,Petrol,145,44.1,1.5
3017,Audi, A4,2016,17702,Manual,22478,Diesel,30,67.3,2.0
3018,Audi, Q7,2016,31652,Semi-Auto,33481,Diesel,200,47.9,3.0
3019,Audi, TT,2018,39076,Automatic,24891,Petrol,145,34.5,2.5
3020,Audi, A3,2016,13862,Manual,14931,Diesel,20,70.6,1.6
3021,Audi, A1,2016,13432,Manual,23448,Petrol,30,58.9,1.4
3022,Audi, Q3,2019,27162,Semi-Auto,5263,Diesel,150,48.7,2.0
3023,Audi, A1,2014,8999,Manual,40000,Petrol,125,53.3,1.4
3024,Audi, A1,2016,14671,Semi-Auto,29782,Petrol,30,58.9,1.4
3025,Audi, Q5,2017,28062,Semi-Auto,21876,Diesel,150,55.4,2.0
3026,Audi, Q3,2017,19998,Semi-Auto,30194,Diesel,145,55.4,2.0
3027,Audi, A3,2017,22495,Manual,16000,Petrol,200,40.4,2.0
3028,Audi, Q3,2013,12495,Semi-Auto,52134,Diesel,200,47.9,2.0
3029,Audi, Q3,2017,17500,Manual,35964,Petrol,145,49.6,1.4
3030,Audi, A3,2019,19196,Automatic,2550,Diesel,145,54.3,1.6
3031,Audi, A4,2019,28620,Semi-Auto,15803,Petrol,145,35.8,2.0
